rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,thumb_url,age,mechanic,owned,category,designer,publisher,weight,expands,reimplements,num_fans
1,https://boardgamegeek.com/boardgame/174430/gloomhaven,174430,Gloomhaven,1,4,120,60,120,2017,8.91603,8.61793,22367,https://cf.geekdo-images.com/original/img/lDN358RgcYvQfYYN6Oy2TXpifyM=/0x0/pic2437871.jpg,https://cf.geekdo-images.com/thumb/img/e7GyV4PaNtwmalU-EQAGecwoBSI=/fit-in/200x150/pic2437871.jpg,12,Campaign / Battle Card Driven, Cooperative Play, Grid Movement, Hand Management, Modular Board, Role Playing, Simultaneous Action Selection, Storytelling, Variable Player Powers,36778,Adventure, Exploration, Fantasy, Fighting, Miniatures,Isaac Childres,Cephalofair Games,3.7768,NA,NA,4413
2,https://boardgamegeek.com/boardgame/161936/pandemic-legacy-season-1,161936,Pandemic Legacy: Season 1,2,4,60,60,60,2015,8.65105,8.49375,29726,https://cf.geekdo-images.com/original/img/P_SwsOtPLqgk2ScCgI2YrI9Rg6I=/0x0/pic2452831.png,https://cf.geekdo-images.com/thumb/img/WI5NmPd9C3PpRvHKoP4a0Ettlao=/fit-in/200x150/pic2452831.png,13,Action Point Allowance System, Cooperative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers,47498,Environmental, Medical,Rob Daviau, Matt Leacock,Z-Man Games, Inc.,2.8323,NA,30549,2168
3,https://boardgamegeek.com/boardgame/182028/through-ages-new-story-civilization,182028,Through the Ages: A New Story of Civilization,2,4,120,120,120,2015,8.55251,8.27103,14790,https://cf.geekdo-images.com/original/img/1d2h-kr4r_9xsss2Br6iMvjR9q0=/0x0/pic2663291.jpg,https://cf.geekdo-images.com/thumb/img/Ohqc2KTYdureA4PNjMqLXP4mUlU=/fit-in/200x150/pic2663291.jpg,14,Action Point Allowance System, Auction/Bidding, Card Drafting,18489,Card Game, Civilization, Economic,Vlaada Chvátil,Czech Games Edition,4.3715,NA,25613,1054
4,https://boardgamegeek.com/boardgame/167791/terraforming-mars,167791,Terraforming Mars,1,5,120,120,120,2016,8.39916,8.23172,35253,https://cf.geekdo-images.com/original/img/o8z_levBVArPUKI7ZrIysZEs1A0=/0x0/pic3536616.jpg,https://cf.geekdo-images.com/thumb/img/yFqQ569DfL8NSTGTUw0vF9SCR7k=/fit-in/200x150/pic3536616.jpg,12,Card Drafting, Hand Management, Set Collection, Take That, Tile Placement, Variable Player Powers,45204,Economic, Environmental, Industry / Manufacturing, Science Fiction, Space Exploration, Territory Building,Jacob Fryxelius,FryxGames,3.2344,NA,NA,2718
5,https://boardgamegeek.com/boardgame/12333/twilight-struggle,12333,Twilight Struggle,2,2,180,120,180,2005,8.32843,8.18051,33489,https://cf.geekdo-images.com/original/img/ZPnnm7v2RTJ6fAZeeseA5WbC9DU=/0x0/pic361592.jpg,https://cf.geekdo-images.com/thumb/img/mEmeJrI3AbGTpWyeFOZnR0s_LcY=/fit-in/200x150/pic361592.jpg,13,Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simultaneous Action Selection,45955,Modern Warfare, Political, Wargame,Ananda Gupta, Jason Matthews,GMT Games,3.5627,NA,NA,3639
6,https://boardgamegeek.com/boardgame/187645/star-wars-rebellion,187645,Star Wars: Rebellion,2,4,240,180,240,2016,8.4542,8.16391,15740,https://cf.geekdo-images.com/original/img/unCB4uE-nBtAH9glFd3FaVxYbIo=/0x0/pic4325841.jpg,https://cf.geekdo-images.com/thumb/img/OF1Hi31Kq53difqVp0TiBUySl0w=/fit-in/200x150/pic4325841.jpg,14,Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Partnerships, Variable Player Powers,23989,Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame,Corey Konieczka,Fantasy Flight Games,3.6698,NA,NA,1594
7,https://boardgamegeek.com/boardgame/169786/scythe,169786,Scythe,1,5,115,90,115,2016,8.2913,8.12066,36728,https://cf.geekdo-images.com/original/img/enxCZt0Cn78-rlvmPvGtOej1ios=/0x0/pic3163924.jpg,https://cf.geekdo-images.com/thumb/img/ZpuWhZuKrFry__SY8CTRuQp35rk=/fit-in/200x150/pic3163924.jpg,14,Area Control / Area Influence, Grid Movement, Variable Player Powers,47847,Economic, Fighting, Science Fiction, Territory Building,Jamey Stegmaier,Stonemaier Games,3.3694,NA,NA,3968
8,https://boardgamegeek.com/boardgame/220308/gaia-project,220308,Gaia Project,1,4,150,60,150,2017,8.58107,8.11549,8131,https://cf.geekdo-images.com/original/img/FpQ2ODFHSgDGfEpskL0Uu2xyYMA=/0x0/pic3763556.jpg,https://cf.geekdo-images.com/thumb/img/5P9XdMqgHu8f56SlenLalqSK_GU=/fit-in/200x150/pic3763556.jpg,12,Area Control / Area Influence, Modular Board, Route/Network Building, Variable Player Powers,10125,Civilization, Economic, Science Fiction, Space Exploration, Territory Building,Jens Drögemüller, Helge Ostertag,Feuerland Spiele,4.3028,NA,120677,713
9,https://boardgamegeek.com/boardgame/193738/great-western-trail,193738,Great Western Trail,2,4,150,75,150,2016,8.28646,8.07144,17637,https://cf.geekdo-images.com/original/img/U3RnjWjCHNkm4LVps_HNDHeuUI4=/0x0/pic3113247.jpg,https://cf.geekdo-images.com/thumb/img/ojTMe48mgDcQdcrHJ1d_CSLtc7w=/fit-in/200x150/pic3113247.jpg,12,Deck / Pool Building, Hand Management, Point to Point Movement, Set Collection,21513,American West, Animals,Alexander Pfister,eggertspiele,3.6929,NA,NA,835
